2_min,3_min,4_min,5_min,6_min,7_min,8_min,9_min,10_min,11_min,12_min,13_min,14_min,15_min,16_min,17_min,18_min,19_min,20_min,21_min,22_min,23_min,24_min,25_min,26_min,27_min,28_min,29_min,30_min,31_min,32_min,33_min,34_min,35_min,36_min,37_min,38_min,39_min,40_min,41_min,42_min,43_min,44_min,45_min,46_min,47_min,48_min,49_min,50_min,51_min,52_min,53_min,54_min,55_min,56_min,57_min,58_min,59_min,2_max,3_max,4_max,5_max,6_max,7_max,8_max,9_max,10_max,11_max,12_max,13_max,14_max,15_max,16_max,17_max,18_max,19_max,20_max,21_max,22_max,23_max,24_max,25_max,26_max,27_max,28_max,29_max,30_max,31_max,32_max,33_max,34_max,35_max,36_max,37_max,38_max,39_max,40_max,41_max,42_max,43_max,44_max,45_max,46_max,47_max,48_max,49_max,50_max,51_max,52_max,53_max,54_max,55_max,56_max,57_max,58_max,59_max,class
0.864323258869908,0.9645744174988113,0.7750443824499113,0.762429454447729,0.5925324675324676,0.6590959206174202,0.5507181993188212,0.7142857142857143,0.8128455976180349,0.8027549824150058,0.7043328055275658,0.9616376198824379,0.936904403651319,0.7851618155912885,0.7149518184644078,0.7273766233766233,0.517778245318746,0.556827910958904,0.4444561551433389,0.5039362028422452,0.6010384656140721,0.4558959123040672,0.33698770491803276,0.3948672761317326,0.3042336379871835,0.19761218608480852,0.32558847402597396,0.6544156812613189,0.9100817438692098,0.7528645248258817,0.512338548776646,0.22257551669316372,0.14963690293546075,0.1505040322580645,0.3066914498141264,0.4058438182385359,0.5180265654648957,0.7138344226579522,0.9826288361320208,0.6608058608058609,0.6346825294193715,0.4516877093532595,0.6245379584873472,0.8099286889742184,0.809670409272003,0.5977837675950883,0.806663301362948,0.6072727272727273,0.7689243027888446,0.9728958630527818,0.8441558441558442,0.564327485380117,0.8503401360544218,0.582051282051282,0.49715909090909094,0.8146453089244852,0.7548209366391185,0.9399538106235567,0.13567674113009198,0.03542558250118866,0.22495561755008875,0.23757054555227097,0.4074675324675324,0.3409040793825798,0.44928180068117884,0.2857142857142857,0.18715440238196512,0.19724501758499424,0.29566719447243417,0.0383623801175621,0.063095596348681,0.2148381844087115,0.2850481815355922,0.27262337662337666,0.48222175468125394,0.44317208904109595,0.5555438448566611,0.49606379715775484,0.39896153438592785,0.5441040876959329,0.6630122950819672,0.6051327238682673,0.6957663620128165,0.8023878139151914,0.674411525974026,0.3455843187386811,0.08991825613079019,0.24713547517411827,0.487661451223354,0.7774244833068362,0.8503630970645393,0.8494959677419355,0.6933085501858736,0.5941561817614641,0.48197343453510433,0.28616557734204784,0.01737116386797921,0.3391941391941391,0.36531747058062847,0.5483122906467405,0.37546204151265283,0.19007131102578156,0.19032959072799704,0.40221623240491167,0.19333669863705205,0.3927272727272727,0.2310756972111554,0.02710413694721825,0.15584415584415579,0.435672514619883,0.14965986394557818,0.417948717948718,0.5028409090909091,0.18535469107551483,0.24517906336088147,0.06004618937644335,1
0.7279894875164258,0.8499762244412744,0.7169667765660664,0.33324375167965603,0.4255952380952381,0.24454244762954794,0.5169554272175328,0.6054626054626054,0.3436835389196086,0.07444314185228598,0.030516769828703032,0.2240899247189853,0.254388604674491,0.05536332179930796,0.0,0.11698701298701301,0.20786871449610772,0.2335188356164383,0.5046374367622259,0.6081177793681628,0.6403518067182368,0.6235016904005738,0.6915983606557378,0.7489811653265778,0.7069019855026789,0.7444421572663648,0.5658482142857142,0.8492596143602855,0.6396730245231608,0.7143338575600987,0.8417515488816549,0.774350821409645,0.8892298250997238,0.5864919354838709,0.619068445221955,0.9299157741499428,0.8451402066202826,0.7981481481481482,0.8478286045165027,0.9356532356532357,0.8188283977757662,0.7902602422056171,0.9117145294284902,0.972161272627537,0.9040202825063383,0.7777777777777778,0.7935386168601717,0.9260606060606061,0.8754980079681275,0.8915834522111269,0.7818181818181819,0.888888888888889,0.8004535147392291,0.5205128205128204,0.6107954545454546,0.8947368421052632,0.8595041322314051,0.9122401847575058,0.2720105124835742,0.1500237755587256,0.28303322343393356,0.666756248320344,0.5744047619047619,0.7554575523704521,0.48304457278246715,0.39453739453739456,0.6563164610803913,0.925556858147714,0.969483230171297,0.7759100752810146,0.745611395325509,0.9446366782006921,1.0,0.883012987012987,0.7921312855038922,0.7664811643835617,0.49536256323777406,0.3918822206318372,0.35964819328176323,0.3764983095994262,0.30840163934426224,0.25101883467342223,0.2930980144973211,0.25555784273363524,0.4341517857142858,0.15074038563971448,0.36032697547683923,0.2856661424399013,0.15824845111834507,0.22564917859035505,0.11077017490027619,0.4135080645161291,0.38093155477804497,0.07008422585005725,0.15485979337971745,0.20185185185185184,0.15217139548349734,0.06434676434676434,0.18117160222423379,0.20973975779438292,0.08828547057150982,0.027838727372462957,0.09597971749366174,0.2222222222222222,0.20646138313982831,0.07393939393939386,0.12450199203187251,0.10841654778887311,0.21818181818181814,0.11111111111111105,0.1995464852607709,0.47948717948717956,0.3892045454545454,0.10526315789473684,0.1404958677685949,0.08775981524249421,1
0.6438896189224704,0.756300523062292,0.7699721024600558,0.41467347487234607,0.3511904761904762,0.1805953693495039,0.18214127054642382,0.13041613041613048,0.14305969091166879,0.0,0.22844393263279106,0.47952975146952664,0.35319490420302935,0.311113372684714,0.33582012226712266,0.25444155844155847,0.11266568483063326,0.14779537671232876,0.21353288364249579,0.33360597075963605,0.6047472713786161,0.6507529966191988,0.4783811475409836,0.8356647207842274,0.5179115453303919,0.1509880609304241,0.4021915584415584,0.15830403749866834,0.12479564032697553,0.47865648168950803,0.854562637824215,0.7353471118177001,0.5899560192288023,0.7013104838709677,0.3696698010059042,0.3373193303525008,0.4724857685009488,0.49869281045751634,0.5035321366531558,0.6909645909645911,0.7246864088969353,0.7137335738211802,0.6998862667045778,0.9758639605046627,0.755885548714234,0.7771787960467205,0.934376577486118,0.8715151515151516,0.9671314741035857,0.6804564907275321,0.5818181818181818,0.7514619883040936,0.6054421768707483,0.3846153846153845,0.11079545454545438,0.631578947368421,0.7410468319559229,0.8337182448036952,0.35611038107752957,0.243699476937708,0.23002789753994424,0.5853265251276539,0.6488095238095237,0.8194046306504961,0.8178587294535762,0.8695838695838696,0.8569403090883312,1.0,0.7715560673672089,0.5204702485304733,0.6468050957969707,0.688886627315286,0.6641798777328773,0.7455584415584415,0.8873343151693668,0.8522046232876712,0.7864671163575042,0.666394029240364,0.39525272862138394,0.34924700338080117,0.5216188524590164,0.16433527921577262,0.48208845466960815,0.8490119390695758,0.5978084415584416,0.8416959625013316,0.8752043596730245,0.521343518310492,0.14543736217578496,0.26465288818229993,0.41004398077119775,0.2986895161290323,0.6303301989940958,0.6626806696474992,0.5275142314990512,0.5013071895424837,0.49646786334684423,0.30903540903540894,0.27531359110306475,0.2862664261788198,0.30011373329542224,0.02413603949533727,0.24411445128576603,0.22282120395327953,0.06562342251388198,0.12848484848484842,0.03286852589641431,0.3195435092724679,0.4181818181818182,0.2485380116959064,0.3945578231292517,0.6153846153846154,0.8892045454545456,0.368421052631579,0.2589531680440771,0.16628175519630484,1
0.8002628120893561,0.9650499286733238,0.9650012680699974,0.9285138403654931,0.7118506493506493,0.7307607497243661,0.9225529394343255,0.8354068354068355,0.9160640862044521,0.7426729191090269,1.0,0.7949881406620605,0.829671983147758,0.7996132709139019,0.9643560252823542,0.801974025974026,0.6248685041026719,0.6450128424657534,0.7650716694772344,0.6451283099887537,0.4709123662180778,0.5280196701157669,0.7028688524590163,0.5139332525608548,0.49837167769723717,0.7698641416220666,0.8025568181818182,0.6861617130073506,0.37024523160762945,0.22084924736014377,0.4074346319437152,0.6518282988871223,0.6184923800756879,0.7044354838709678,0.4470806910124645,0.12332328168867634,0.0,0.014161220043572998,0.3328314997104806,0.3956043956043956,0.5848959006853743,0.5874774542643649,0.3893943702018766,0.49890290729566644,0.5191959434987323,0.5280023959269242,0.6562342251388188,0.6436363636363637,0.7599601593625498,0.8388017118402282,0.9194805194805196,0.5906432748538012,0.8208616780045351,0.823076923076923,0.8664772727272727,0.9061784897025171,0.8925619834710744,0.7436489607390301,0.19973718791064388,0.03495007132667616,0.03499873193000258,0.07148615963450689,0.28814935064935066,0.2692392502756339,0.07744706056567452,0.16459316459316453,0.08393591379554788,0.2573270808909731,0.0,0.20501185933793953,0.17032801685224197,0.20038672908609811,0.0356439747176458,0.198025974025974,0.3751314958973281,0.3549871575342466,0.23492833052276563,0.3548716900112463,0.5290876337819221,0.4719803298842331,0.2971311475409837,0.48606674743914524,0.5016283223027629,0.23013585837793338,0.19744318181818177,0.3138382869926494,0.6297547683923705,0.7791507526398562,0.5925653680562848,0.34817170111287765,0.38150761992431215,0.29556451612903223,0.5529193089875355,0.8766767183113237,1.0,0.985838779956427,0.6671685002895194,0.6043956043956045,0.41510409931462566,0.41252254573563507,0.6106056297981234,0.5010970927043336,0.4808040565012677,0.4719976040730758,0.3437657748611812,0.3563636363636363,0.2400398406374502,0.16119828815977177,0.08051948051948044,0.4093567251461988,0.17913832199546487,0.17692307692307696,0.1335227272727273,0.09382151029748287,0.1074380165289256,0.2563510392609699,1
0.8469119579500658,0.9201141226818831,0.8673598782652803,0.8529965063155065,0.6818181818181819,0.4681367144432194,0.48334073745002215,0.3785213785213785,0.4522898057564157,0.4554513481828839,0.41384770404491145,0.6017324945859545,0.5489015949443274,0.4744555261550988,0.2791420578178427,0.39553246753246757,0.8382074479276246,0.5740582191780822,0.616779089376054,0.5835804110009202,0.45247430327434573,0.47136563876651977,0.7007172131147541,0.8497631897786099,0.31568442063241936,0.0,0.27780032467532473,0.5620539043357836,0.4963487738419619,0.4321500786340148,0.7475585424761104,0.9184949655537891,0.8232586683031604,0.5865927419354838,0.5349879728843211,0.7053135073307685,0.7409867172675523,0.7480392156862745,0.8125072379849451,0.7084249084249086,0.7611534979956033,0.8916516361762433,0.9016206994597668,0.927591881513988,0.9353495110467223,0.9745432764300689,0.883897021706209,0.9442424242424242,0.8446215139442231,0.9671897289586304,0.8727272727272727,0.7222222222222222,0.764172335600907,0.9717948717948717,0.8039772727272728,0.8970251716247141,0.7079889807162535,0.7967667436489608,0.1530880420499342,0.07988587731811692,0.13264012173471973,0.1470034936844935,0.3181818181818181,0.5318632855567806,0.5166592625499778,0.6214786214786214,0.5477101942435842,0.5445486518171161,0.5861522959550886,0.39826750541404554,0.45109840505567256,0.5255444738449012,0.7208579421821573,0.6044675324675324,0.16179255207237542,0.4259417808219178,0.38322091062394603,0.4164195889990798,0.5475256967256543,0.5286343612334803,0.2992827868852459,0.15023681022139013,0.6843155793675806,1.0,0.7221996753246753,0.4379460956642164,0.5036512261580381,0.5678499213659852,0.2524414575238896,0.08150503444621093,0.1767413316968396,0.41340725806451617,0.4650120271156789,0.2946864926692315,0.2590132827324477,0.2519607843137255,0.18749276201505494,0.2915750915750914,0.23884650200439672,0.10834836382375668,0.09837930054023325,0.07240811848601203,0.06465048895327774,0.025456723569931117,0.11610297829379101,0.055757575757575784,0.15537848605577687,0.032810271041369576,0.12727272727272732,0.2777777777777778,0.23582766439909297,0.028205128205128327,0.19602272727272718,0.10297482837528593,0.2920110192837465,0.20323325635103917,1
0.9139290407358739,0.9724203518782693,0.9196043621607912,0.7613544746036012,0.683982683982684,0.6079382579933849,0.6993928624315118,0.5815815815815816,0.6173259605841486,0.4117819460726846,0.1134302576651792,0.18273692894709706,0.0,0.0,0.05097917314267954,0.10129870129870133,0.2909741216074058,0.5220462328767124,0.8353709949409781,0.614967794704018,0.4355197626364311,0.7302530478434587,0.815266393442623,0.4645886110805154,0.4843996218090135,0.6432688349114862,0.6685267857142857,0.5255140087354853,0.4443596730245231,0.5086497416310941,0.7036648115089782,0.7895071542130365,0.8788994579114248,0.7201612903225806,0.622129892849333,0.6074659457211189,0.6117436221800548,0.6537037037037037,0.7281991893456863,0.6832722832722833,0.906504590715117,0.8405050244782273,0.8305373898208701,0.8506582556226001,0.8871785584932995,0.8520515124288709,0.8667339727410398,0.9018181818181819,0.896414342629482,0.9472182596291011,0.9766233766233767,0.9181286549707603,0.9841269841269842,0.782051282051282,0.8465909090909091,0.9450800915331807,0.8622589531680441,0.8706697459584297,0.08607095926412611,0.02757964812173075,0.08039563783920878,0.23864552539639883,0.316017316017316,0.39206174200661514,0.3006071375684882,0.4184184184184184,0.38267403941585143,0.5882180539273154,0.8865697423348208,0.817263071052903,1.0,1.0,0.9490208268573205,0.8987012987012987,0.7090258783925942,0.47795376712328763,0.1646290050590219,0.38503220529598203,0.5644802373635689,0.2697469521565413,0.18473360655737703,0.5354113889194846,0.5156003781909865,0.35673116508851377,0.3314732142857143,0.47448599126451474,0.5556403269754768,0.4913502583689059,0.2963351884910218,0.21049284578696348,0.12110054208857524,0.2798387096774194,0.37787010715066705,0.3925340542788811,0.38825637781994515,0.3462962962962963,0.2718008106543137,0.3167277167277167,0.09349540928488298,0.15949497552177272,0.1694626101791299,0.1493417443773999,0.11282144150670048,0.1479484875711291,0.1332660272589602,0.09818181818181815,0.10358565737051795,0.05278174037089889,0.023376623376623273,0.08187134502923965,0.015873015873015817,0.21794871794871795,0.15340909090909094,0.05491990846681927,0.13774104683195587,0.12933025404157028,1
0.5709592641261498,0.6790299572039943,0.5924423028151155,0.567858102660575,0.8111471861471862,0.7031973539140022,0.7026506737746185,0.5137995137995138,0.7877498936622714,0.9381594372801876,0.9526414279545127,0.6412292461586058,0.4595245260306951,0.46285365357215547,0.5025385970365766,0.5961558441558441,0.8390490216705239,0.6171875,0.23998735244519395,0.027093344238830353,0.06463918618204943,0.45497387562749725,0.48483606557377046,0.3495979733450821,0.45036243302867945,0.4704610951008645,0.7937297077922078,0.8363694471077022,0.419182561307902,0.3350932374747248,0.7387377927123805,0.8239533651298357,0.719136749514166,0.4876008064516129,0.36562431664115463,0.5944681293542685,0.4615222433059245,0.34466230936819175,0.46068326577880714,0.7166056166056166,0.7469287469287469,0.7746714764236021,0.8146147284617572,0.9181294569391114,0.7964505613908004,0.6864330637915543,0.7440686521958607,0.8072727272727274,0.8057768924302788,0.724679029957204,0.36883116883116884,0.6461988304093568,0.854875283446712,0.6564102564102563,0.7471590909090909,0.6796338672768879,0.903581267217631,0.7759815242494228,0.42904073587385017,0.3209700427960057,0.40755769718488455,0.432141897339425,0.18885281385281383,0.2968026460859978,0.29734932622538146,0.48620048620048617,0.21225010633772856,0.06184056271981242,0.047358572045487324,0.35877075384139423,0.540475473969305,0.5371463464278445,0.49746140296342345,0.4038441558441559,0.16095097832947614,0.3828125,0.760012647554806,0.9729066557611696,0.9353608138179506,0.5450261243725028,0.5151639344262295,0.650402026654918,0.5496375669713205,0.5295389048991355,0.20627029220779225,0.16363055289229778,0.580817438692098,0.6649067625252751,0.2612622072876195,0.17604663487016425,0.28086325048583405,0.5123991935483871,0.6343756833588454,0.4055318706457315,0.5384777566940755,0.6553376906318082,0.5393167342211929,0.2833943833943834,0.2530712530712531,0.22532852357639788,0.1853852715382428,0.08187054306088859,0.2035494386091996,0.31356693620844567,0.2559313478041393,0.19272727272727264,0.19422310756972117,0.275320970042796,0.6311688311688312,0.3538011695906432,0.14512471655328796,0.3435897435897437,0.25284090909090906,0.3203661327231121,0.09641873278236901,0.2240184757505772,1
0.728318002628121,0.9379457917261057,0.7233071265533857,0.7796291319537758,0.7310606060606061,0.8769570011025358,0.7941655560491633,0.6103246103246103,0.6436977172834255,0.5823563892145369,0.6440190010076292,0.636176136949572,0.4387601564851038,0.5711377976796255,0.7649984457569163,0.9143896103896103,0.3496738901746266,0.06399828767123283,0.22849915682967958,0.4752070340455986,0.3381371198474092,0.0846224772052044,0.24456967213114758,0.19605683445313365,0.11849984242042233,0.40232606010704,0.713575487012987,0.947800149142431,0.9088828337874659,0.9752864524825882,0.9461304210857923,0.5978802331743509,0.6478469878285772,0.9022177419354839,0.828996282527881,0.6311739627742539,0.5870756904912502,0.7354030501089326,0.90839606253619,0.7387057387057387,0.7570153885943359,0.8148673022416903,0.694910435029855,0.6763576522216127,0.7962694675842087,0.9239293201557353,0.8561332660272589,0.7842424242424243,0.9482071713147411,0.8958630527817404,0.7012987012987013,0.8976608187134503,0.7392290249433107,0.7615384615384615,0.7670454545454546,0.8993135011441648,0.8705234159779616,0.8914549653579678,0.27168199737187904,0.062054208273894296,0.2766928734466143,0.2203708680462242,0.2689393939393939,0.12304299889746417,0.20583444395083672,0.3896753896753897,0.3563022827165745,0.4176436107854631,0.3559809989923708,0.363823863050428,0.5612398435148962,0.42886220232037453,0.23500155424308367,0.08561038961038969,0.6503261098253734,0.9360017123287672,0.7715008431703204,0.5247929659544014,0.6618628801525908,0.9153775227947956,0.7554303278688524,0.8039431655468663,0.8815001575795777,0.59767393989296,0.286424512987013,0.05219985085756895,0.09111716621253407,0.024713547517411838,0.05386957891420774,0.4021197668256491,0.3521530121714228,0.09778225806451613,0.17100371747211895,0.36882603722574614,0.4129243095087498,0.2645969498910674,0.09160393746381001,0.26129426129426125,0.24298461140566407,0.18513269775830965,0.30508956497014506,0.3236423477783873,0.2037305324157913,0.07607067984426474,0.14386673397274108,0.2157575757575757,0.05179282868525892,0.10413694721825961,0.2987012987012987,0.10233918128654973,0.26077097505668934,0.2384615384615385,0.23295454545454541,0.10068649885583525,0.12947658402203843,0.10854503464203225,1
0.8459264126149802,0.9008559201141227,0.8529038802941923,0.8685837140553615,0.8051948051948051,0.9905181918412349,0.9098178587294535,0.8035178035178036,0.8770735857082093,0.7922039859320046,0.47473729667482367,0.6571104465298546,0.8312769585715719,0.9008752289843273,1.0,0.6445714285714286,0.27340626972438464,0.008026541095890358,0.020868465430016907,0.11348532869849708,0.34841581010914485,0.5853908411023461,0.6788934426229509,0.29012005727503026,0.040865637146759164,0.2724372169617127,0.5219155844155844,0.8954937679769895,0.7247956403269755,0.5852617389350707,0.7172109629318493,0.6721780604133545,0.6742354505472026,0.7877016129032258,0.7690793789634813,0.7563689300197567,0.8620071684587813,0.7086056644880174,0.7454545454545455,0.7943833943833946,0.725720936247252,0.8584127802112858,0.8599658800113733,0.8256993965990126,0.7357841361825426,0.6513926325247079,0.607773851590106,0.4678787878787879,0.9392430278884463,0.8045649072753209,0.6805194805194805,0.605263157894737,0.8820861678004536,0.8846153846153845,0.8238636363636365,0.7940503432494279,0.8402203856749312,0.9630484988452657,0.15407358738501975,0.09914407988587726,0.14709611970580772,0.1314162859446385,0.19480519480519487,0.009481808158765093,0.09018214127054647,0.19648219648219645,0.12292641429179074,0.20779601406799542,0.5252627033251763,0.3428895534701454,0.1687230414284281,0.09912477101567274,0.0,0.3554285714285714,0.7265937302756154,0.9919734589041096,0.9791315345699831,0.886514671301503,0.6515841898908552,0.41460915889765393,0.3211065573770491,0.7098799427249698,0.9591343628532408,0.7275627830382874,0.4780844155844156,0.10450623202301046,0.2752043596730245,0.4147382610649293,0.28278903706815073,0.3278219395866455,0.3257645494527974,0.21229838709677418,0.23092062103651867,0.2436310699802433,0.13799283154121866,0.29139433551198257,0.2545454545454545,0.20561660561660544,0.274279063752748,0.14158721978871425,0.1400341199886267,0.1743006034009874,0.26421586381745743,0.3486073674752921,0.392226148409894,0.5321212121212121,0.06075697211155373,0.19543509272467907,0.3194805194805195,0.39473684210526305,0.11791383219954643,0.11538461538461553,0.17613636363636354,0.20594965675057209,0.15977961432506882,0.036951501154734334,1
0.8909329829172141,0.9971469329529244,0.9695663200608673,0.847084117172803,0.7232142857142857,0.8584343991179714,0.8686509699392863,0.9802659802659802,0.9274067772579044,0.8798358733880421,0.8442493162516195,0.9363720738372693,0.9832480690139431,0.9011805414207206,0.7433426587918351,0.7029610389610389,0.711340206185567,0.6064854452054794,0.41441821247892074,0.2400572538595236,0.08445480555261205,0.02878803401290853,0.08125000000000004,0.27040422954069837,0.17974577161466546,0.11249485384932066,0.27303165584415584,0.3306700756365186,0.41722070844686654,0.4910132554482139,0.7244565788091987,0.9900370959194489,0.9978521018717398,0.8963709677419355,0.8640935928274656,0.8972652594364147,0.9657389837655492,0.9635076252723311,0.9698899826288361,0.8333333333333334,0.793482477693004,0.821695439319763,0.9471140176286608,0.9056500274273176,0.8429916696848968,0.8463611859838275,0.9535588086824837,0.76,0.8824701195219123,0.8830242510699001,0.43376623376623374,0.5058479532163743,0.8231292517006804,0.8358974358974358,0.9176136363636364,0.9267734553775744,0.8484848484848485,0.9214780600461895,0.10906701708278588,0.0028530670470755526,0.030433679939132707,0.15291588282719704,0.2767857142857143,0.14156560088202863,0.13134903006071375,0.01973401973401978,0.07259322274209556,0.12016412661195786,0.15575068374838053,0.06362792616273072,0.016751930986056873,0.09881945857927943,0.25665734120816486,0.2970389610389611,0.28865979381443296,0.3935145547945206,0.5855817875210793,0.7599427461404764,0.9155451944473879,0.9712119659870915,0.91875,0.7295957704593017,0.8202542283853346,0.8875051461506793,0.7269683441558441,0.6693299243634814,0.5827792915531335,0.5089867445517862,0.27554342119080133,0.009962904080551116,0.002147898128260217,0.10362903225806452,0.13590640717253444,0.10273474056358534,0.03426101623445077,0.036492374727668864,0.030110017371163922,0.16666666666666663,0.20651752230699605,0.17830456068023703,0.052885982371339235,0.0943499725726824,0.1570083303151032,0.15363881401617252,0.04644119131751634,0.24,0.11752988047808766,0.11697574893009988,0.5662337662337662,0.4941520467836257,0.1768707482993196,0.16410256410256419,0.08238636363636365,0.07322654462242562,0.1515151515151515,0.07852193995381052,1
