word_freq_make_min,word_freq_address_min,word_freq_all_min,word_freq_3d_min,word_freq_our_min,word_freq_over_min,word_freq_remove_min,word_freq_internet_min,word_freq_order_min,word_freq_mail_min,word_freq_receive_min,word_freq_will_min,word_freq_people_min,word_freq_report_min,word_freq_addresses_min,word_freq_free_min,word_freq_business_min,word_freq_email_min,word_freq_you_min,word_freq_credit_min,word_freq_your_min,word_freq_font_min,word_freq_000_min,word_freq_money_min,word_freq_hp_min,word_freq_hpl_min,word_freq_george_min,word_freq_650_min,word_freq_lab_min,word_freq_labs_min,word_freq_telnet_min,word_freq_857_min,word_freq_data_min,word_freq_415_min,word_freq_85_min,word_freq_technology_min,word_freq_1999_min,word_freq_parts_min,word_freq_pm_min,word_freq_direct_min,word_freq_cs_min,word_freq_meeting_min,word_freq_original_min,word_freq_project_min,word_freq_re_min,word_freq_edu_min,word_freq_table_min,word_freq_conference_min,char_freq_;_min,char_freq_(_min,char_freq_[_min,char_freq_!_min,char_freq_$_min,char_freq_#_min,capital_run_length_average_min,capital_run_length_longest_min,capital_run_length_total_min,word_freq_make_max,word_freq_address_max,word_freq_all_max,word_freq_3d_max,word_freq_our_max,word_freq_over_max,word_freq_remove_max,word_freq_internet_max,word_freq_order_max,word_freq_mail_max,word_freq_receive_max,word_freq_will_max,word_freq_people_max,word_freq_report_max,word_freq_addresses_max,word_freq_free_max,word_freq_business_max,word_freq_email_max,word_freq_you_max,word_freq_credit_max,word_freq_your_max,word_freq_font_max,word_freq_000_max,word_freq_money_max,word_freq_hp_max,word_freq_hpl_max,word_freq_george_max,word_freq_650_max,word_freq_lab_max,word_freq_labs_max,word_freq_telnet_max,word_freq_857_max,word_freq_data_max,word_freq_415_max,word_freq_85_max,word_freq_technology_max,word_freq_1999_max,word_freq_parts_max,word_freq_pm_max,word_freq_direct_max,word_freq_cs_max,word_freq_meeting_max,word_freq_original_max,word_freq_project_max,word_freq_re_max,word_freq_edu_max,word_freq_table_max,word_freq_conference_max,char_freq_;_max,char_freq_(_max,char_freq_[_max,char_freq_!_max,char_freq_$_max,char_freq_#_max,capital_run_length_average_max,capital_run_length_longest_max,capital_run_length_total_max,class
1.0,0.9551820728291316,0.8745098039215686,1.0,0.968,1.0,1.0,1.0,1.0,1.0,1.0,0.9338159255429161,1.0,1.0,1.0,0.984,1.0,0.858085808580858,0.8970666666666667,1.0,0.9135913591359135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9760453229878687,1.0,1.0,0.9974979573309123,0.9939927913496196,0.9825126262626263,0.0,0.04481792717086841,0.12549019607843137,0.0,0.03200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.06618407445708385,0.0,0.0,0.0,0.016000000000000014,0.0,0.14191419141914197,0.10293333333333332,0.0,0.0864086408640865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023954677012131276,0.0,0.0,0.0025020426690877118,0.006007208650380402,0.017487373737373746,1
0.9537444933920705,0.9803921568627452,0.9019607843137255,1.0,0.986,0.9523809523809523,0.9711141678129298,0.9936993699369937,1.0,0.9482948294829482,0.9195402298850575,0.9183040330920371,0.8828828828828829,0.9789999999999999,0.9682539682539684,0.993,0.9901960784313725,0.9691969196919693,0.8149333333333333,1.0,0.8568856885688569,1.0,0.9211009174311927,0.9656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9898403483309143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9864643150123052,1.0,0.9885460927397007,0.9700149925037481,0.9975793030410006,0.996265093054925,0.9899879855826993,0.9351641414141414,0.04625550660792954,0.019607843137254832,0.0980392156862745,0.0,0.014000000000000012,0.04761904761904767,0.028885832187070193,0.006300630063006296,0.0,0.05170517051705181,0.08045977011494254,0.08169596690796288,0.11711711711711714,0.02100000000000013,0.03174603174603163,0.007000000000000006,0.009803921568627527,0.030803080308030695,0.1850666666666667,0.0,0.14311431143114306,0.0,0.07889908256880729,0.034399999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010159651669085723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013535684987694752,0.0,0.011453907260299268,0.02998500749625188,0.00242069695899938,0.003734906945074945,0.010012014417300708,0.06483585858585861,1
0.9867841409691631,1.0,0.8607843137254902,1.0,0.877,0.9676870748299319,0.9738651994497937,0.9891989198919893,0.8783269961977187,0.9862486248624862,0.8544061302681992,0.953464322647363,0.9783783783783784,1.0,0.6031746031746031,0.9970000000000001,0.9915966386554622,0.8866886688668868,0.9274666666666667,0.9823982398239823,0.9540954095409541,1.0,0.7871559633027523,0.9952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873949579831933,1.0,1.0,0.9663865546218487,1.0,0.9971988795518207,0.9972789115646259,1.0,1.0,0.9977194982896238,0.9853363412633306,1.0,0.9915019397746165,0.9693486590038314,0.9994956881335417,0.9919918293236496,0.9515418502202643,0.857449494949495,0.013215859030836885,0.0,0.13921568627450975,0.0,0.123,0.03231292517006812,0.02613480055020634,0.01080108010801073,0.1216730038022813,0.013751375137513788,0.14559386973180077,0.04653567735263697,0.021621621621621623,0.0,0.39682539682539686,0.0029999999999998916,0.008403361344537785,0.1133113311331132,0.07253333333333334,0.017601760176017667,0.045904590459045935,0.0,0.21284403669724772,0.0048000000000000265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012605042016806678,0.0,0.0,0.03361344537815125,0.0,0.0028011204481792618,0.0027210884353741083,0.0,0.0,0.0022805017103761926,0.014663658736669416,0.0,0.008498060225383464,0.03065134099616862,0.0005043118664582735,0.008008170676350401,0.048458149779735726,0.14255050505050504,1
1.0,1.0,1.0,1.0,0.9369999999999999,1.0,0.9573590096286108,0.9432943294329432,0.9410646387832701,0.9653465346534654,0.8812260536398467,0.96794208893485,0.9441441441441442,1.0,1.0,0.9845,1.0,1.0,0.8304,1.0,0.972097209720972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9859515996718622,1.0,0.9957817599605887,1.0,1.0,0.9976967771221061,0.9960953143772527,0.9880050505050505,0.0,0.0,0.0,0.0,0.06300000000000006,0.0,0.04264099037138924,0.056705670567056776,0.05893536121672993,0.03465346534653457,0.11877394636015326,0.03205791106514999,0.05585585585585584,0.0,0.0,0.015499999999999958,0.0,0.0,0.16959999999999997,0.0,0.027902790279027978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014048400328137811,0.0,0.004218240039411292,0.0,0.0,0.0023032228778938624,0.0039046856227472615,0.011994949494949503,1
1.0,1.0,1.0,1.0,0.9369999999999999,1.0,0.9573590096286108,0.9432943294329432,0.9410646387832701,0.9653465346534654,0.8812260536398467,0.96794208893485,0.9441441441441442,1.0,1.0,0.9845,1.0,1.0,0.8304,1.0,0.972097209720972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861566858080394,1.0,0.9958433401071495,1.0,1.0,0.9976967771221061,0.9960953143772527,0.9880050505050505,0.0,0.0,0.0,0.0,0.06300000000000006,0.0,0.04264099037138924,0.056705670567056776,0.05893536121672993,0.03465346534653457,0.11877394636015326,0.03205791106514999,0.05585585585585584,0.0,0.0,0.015499999999999958,0.0,0.0,0.16959999999999997,0.0,0.027902790279027978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01384331419196061,0.0,0.004156659892850523,0.0,0.0,0.0023032228778938624,0.0039046856227472615,0.011994949494949503,1
1.0,1.0,1.0,1.0,0.8150000000000001,1.0,1.0,0.8334833483348335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9771328958162427,1.0,1.0,1.0,1.0,0.9981842941443486,0.9985983179815779,0.9966540404040404,0.0,0.0,0.0,0.0,0.18499999999999994,0.0,0.0,0.1665166516651665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02286710418375726,0.0,0.0,0.0,0.0,0.0018157058556513839,0.0014016820184220569,0.0033459595959596244,1
1.0,1.0,1.0,1.0,0.808,1.0,1.0,1.0,1.0,0.9647964796479648,0.632183908045977,0.8676318510858325,1.0,1.0,1.0,0.952,1.0,0.9647964796479648,0.7946666666666666,1.0,0.9423942394239423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9944626743232158,1.0,0.9949504279820186,0.9910044977511244,1.0,0.9993908306854289,0.999699639567481,0.9929924242424243,0.0,0.0,0.0,0.0,0.19199999999999995,0.0,0.0,0.0,0.0,0.03520352035203522,0.367816091954023,0.13236814891416748,0.0,0.0,0.0,0.04800000000000004,0.0,0.03520352035203522,0.20533333333333337,0.0,0.05760576057605771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005537325676784222,0.0,0.005049572017981396,0.008995502248875575,0.0,0.0006091693145711119,0.0003003604325190201,0.0070075757575757125,1
1.0,1.0,1.0,1.0,0.812,1.0,1.0,0.8307830783078308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978876127973749,1.0,1.0,1.0,1.0,0.9986836132546527,0.9989987985582699,0.996969696969697,0.0,0.0,0.0,0.0,0.18799999999999994,0.0,0.0,0.16921692169216918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02112387202625099,0.0,0.0,0.0,0.0,0.0013163867453472866,0.001001201441730104,0.00303030303030305,1
0.9669603524229075,1.0,0.9098039215686274,1.0,0.9390000000000001,1.0,0.9587345254470426,1.0,0.8250950570342206,0.9581958195819581,0.7088122605363985,0.9048603929679421,1.0,1.0,1.0,1.0,1.0,0.9834983498349834,0.9344,0.8058305830583059,0.81998199819982,1.0,1.0,0.988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9917491749174918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9159663865546219,1.0,1.0,1.0,1.0,1.0,1.0,0.9722108285479901,1.0,0.9944269967362523,0.966183574879227,0.998890513893792,0.9920617339990923,0.9555466559871846,0.9207070707070707,0.033039647577092546,0.0,0.09019607843137256,0.0,0.06099999999999994,0.0,0.04126547455295737,0.0,0.1749049429657794,0.0418041804180419,0.29118773946360155,0.09513960703205793,0.0,0.0,0.0,0.0,0.0,0.01650165016501659,0.06559999999999999,0.1941694169416941,0.18001800180018002,0.0,0.0,0.01200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008250825082508184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08403361344537807,0.0,0.0,0.0,0.0,0.0,0.0,0.027789171452009875,0.0,0.005573003263747656,0.033816425120772986,0.0011094861062079797,0.007938266000907745,0.04445334401281542,0.0792929292929293,1
0.9867841409691631,0.9915966386554622,0.8490196078431373,1.0,0.9810000000000001,0.945578231292517,0.9477303988995873,1.0,0.9885931558935362,1.0,1.0,0.9338159255429161,0.954954954954955,1.0,0.9727891156462585,1.0,1.0,0.9867986798679869,0.9109333333333333,0.9966996699669968,0.936093609360936,1.0,0.965137614678899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970000000000001,1.0,1.0,1.0,1.0,0.9908779931584949,0.9969237079573422,1.0,0.9924872221195886,0.9865067466266866,1.0,0.9993381752156151,0.9957949539447337,0.9527777777777777,0.013215859030836885,0.008403361344537785,0.15098039215686265,0.0,0.018999999999999906,0.054421768707483054,0.05226960110041268,0.0,0.011406844106463754,0.0,0.0,0.06618407445708385,0.04504504504504503,0.0,0.027210884353741527,0.0,0.0,0.013201320132013139,0.08906666666666674,0.0033003300330032292,0.063906390639064,0.0,0.034862385321100975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029999999999998916,0.0,0.0,0.0,0.0,0.009122006841505104,0.003076292042657802,0.0,0.007512777880411381,0.013493253373313419,0.0,0.0006618247843849234,0.004205046055266282,0.047222222222222276,1
